Sensitive Activities,Background Size,Confidence Privacy
"['Permit FOR_APPROVAL by ADMINISTRATION', 'Permit FOR_APPROVAL by SUPERVISOR', 'Permit REJECTED by DIRECTOR']",1,101208.79857301054
"['Permit FOR_APPROVAL by ADMINISTRATION', 'Permit FOR_APPROVAL by SUPERVISOR', 'Permit REJECTED by DIRECTOR']",2,25349.724774549424
"['Permit FOR_APPROVAL by ADMINISTRATION', 'Permit FOR_APPROVAL by SUPERVISOR', 'Permit REJECTED by DIRECTOR']",3,5763.911030401188
"['Permit FOR_APPROVAL by ADMINISTRATION', 'Permit FOR_APPROVAL by SUPERVISOR', 'Permit REJECTED by DIRECTOR']",4,1397.314408640241
