Model,Stochastic Type,Sensitive Activities,Background Size,Confidence Privacy,Upper CC,Lower CC,Max C
IMf20_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit REJECTED by BUDGET OWNER', 'Declaration REJECTED by MISSING', 'Declaration FINAL_APPROVED by DIRECTOR', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,31,0
IMf20_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit REJECTED by BUDGET OWNER', 'Declaration REJECTED by MISSING', 'Declaration FINAL_APPROVED by DIRECTOR', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",2,0.0,0,475,0
IMf20_,AlignmentEstimator,"('Permit REJECTED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit REJECTED by BUDGET OWNER', 'Declaration REJECTED by MISSING', 'Declaration FINAL_APPROVED by DIRECTOR', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,31,0
IMf20_,AlignmentEstimator,"('Permit REJECTED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit REJECTED by BUDGET OWNER', 'Declaration REJECTED by MISSING', 'Declaration FINAL_APPROVED by DIRECTOR', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",2,0.0,0,475,0
Alpha+_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit REJECTED by BUDGET OWNER', 'Declaration REJECTED by MISSING', 'Declaration FINAL_APPROVED by DIRECTOR', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,0,0
Alpha+_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit REJECTED by BUDGET OWNER', 'Declaration REJECTED by MISSING', 'Declaration FINAL_APPROVED by DIRECTOR', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",2,0.0,0,0,0
Alpha+_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit REJECTED by BUDGET OWNER', 'Declaration REJECTED by MISSING', 'Declaration FINAL_APPROVED by DIRECTOR', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",3,0.0,0,0,0
Alpha+_,BillClintonEstimator,"('Permit REJECTED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit REJECTED by BUDGET OWNER', 'Declaration REJECTED by MISSING', 'Declaration FINAL_APPROVED by DIRECTOR', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",4,0.0,0,0,0
Alpha+_,AlignmentEstimator,"('Permit REJECTED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit REJECTED by BUDGET OWNER', 'Declaration REJECTED by MISSING', 'Declaration FINAL_APPROVED by DIRECTOR', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",1,0.0,0,0,0
Alpha+_,AlignmentEstimator,"('Permit REJECTED by DIRECTOR', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration APPROVED by SUPERVISOR', 'Permit REJECTED by SUPERVISOR', 'Permit REJECTED by PRE_APPROVER', 'Permit REJECTED by MISSING', 'Permit REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Permit REJECTED by BUDGET OWNER', 'Declaration REJECTED by MISSING', 'Declaration FINAL_APPROVED by DIRECTOR', 'Declaration SAVED by EMPLOYEE', 'Declaration REJECTED by DIRECTOR', 'Permit REJECTED by EMPLOYEE')",2,0.0,0,0,0
