Sensitive Activities,Background Size,Confidence Privacy
"['Declaration REJECTED by DIRECTOR', 'Permit REJECTED by DIRECTOR']",1,236574.56051924286
"['Declaration REJECTED by DIRECTOR', 'Permit REJECTED by DIRECTOR']",2,156201.5490441545
"['Declaration REJECTED by DIRECTOR', 'Permit REJECTED by DIRECTOR']",3,89738.3660446263
"['Declaration REJECTED by DIRECTOR', 'Permit REJECTED by DIRECTOR']",4,49927.3695230138
