Sensitive Activities,Background Size,Confidence Privacy
"['W_Assess potential fraud', 'W_Personal Loan collection', 'W_Shortened completion ']",1,1515587.5152800083
"['W_Assess potential fraud', 'W_Personal Loan collection', 'W_Shortened completion ']",2,1459627.2924374554
"['W_Assess potential fraud', 'W_Personal Loan collection', 'W_Shortened completion ']",3,1092283.7972230285
"['W_Assess potential fraud', 'W_Personal Loan collection', 'W_Shortened completion ']",4,729555.1801913296
