Sensitive Activities,Background Size,Confidence Privacy
"['Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration FOR_APPROVAL by SUPERVISOR']",1,735939.2457238828
"['Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration FOR_APPROVAL by SUPERVISOR']",2,628247.0040146714
"['Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration FOR_APPROVAL by SUPERVISOR']",3,453046.2447309226
"['Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration FOR_APPROVAL by PRE_APPROVER', 'Declaration FOR_APPROVAL by SUPERVISOR']",4,314141.10112913547
