Sensitive Activities,Background Size,Confidence Privacy
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Receive Result Appeal from Prefecture')",2,976.7117413502282
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Receive Result Appeal from Prefecture')",3,567.2556532012622
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Receive Result Appeal from Prefecture')",4,351.5215486327349
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",1,597.5087862574782
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",2,416.7686787742567
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",3,243.30455111146148
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",4,151.45564332390632
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",1,599.6538788761578
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",2,419.0840891563287
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",3,245.26326186176763
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",4,152.97091696239227
"('Notify Result Appeal to Offender', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",1,599.8482380050033
"('Notify Result Appeal to Offender', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",2,419.295599054144
"('Notify Result Appeal to Offender', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",3,245.44340050706364
"('Notify Result Appeal to Offender', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",4,153.11098000908834
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",1,1411.8776574757371
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",2,970.8770641630249
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",3,561.8728164095031
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",4,346.95040206967633
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",1,1413.9220711010892
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",2,972.9879448063018
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",3,563.637822879268
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",4,348.31309486239945
"('Appeal to Judge', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",1,1414.0750814240296
"('Appeal to Judge', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",2,973.1561820985074
"('Appeal to Judge', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",3,563.7831161915963
"('Appeal to Judge', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",4,348.42715728345615
"('Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",1,478.8944901222881
"('Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",2,333.7377680613669
"('Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",3,194.6827526088878
"('Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",4,121.13793059713785
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",1,1614.2268450496144
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",2,1248.6680508785455
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",3,820.7479280551449
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture')",4,573.7013183879608
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",1,1616.6783794709627
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",2,1251.6450045172478
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",3,823.6082643934974
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",4,576.1906941090052
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",1,1616.9005041896432
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",2,1251.9169408603448
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",3,823.871313195472
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",4,576.4207825651448
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",1,682.6919467757416
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",2,535.6237502018738
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",3,355.0817064469636
"('Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",4,248.623637668505
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",1,1613.7906066942421
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",2,1248.3858484932896
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",3,820.564475745057
"('Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",4,573.5573479654865
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",1,1883.060208786278
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",2,1664.5951993115928
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",3,1260.811078890937
"('Notify Result Appeal to Offender', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture')",4,1003.6339331754563
