Sensitive Activities,Background Size,Confidence Privacy
"['Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture']",1,1883.0602087862778
"['Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture']",2,1664.5951993115928
"['Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture']",3,1260.811078890937
"['Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture']",4,1003.6339331754563
