Sensitive Activities,Background Size,Confidence Privacy
"['Add penalty', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Insert Fine Notification', 'Notify Result Appeal to Offender', 'Payment', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture', 'Send Fine', 'Send for Credit Collection']",1,0.0
"['Add penalty', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Insert Fine Notification', 'Notify Result Appeal to Offender', 'Payment', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture', 'Send Fine', 'Send for Credit Collection']",2,0.0
"['Add penalty', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Insert Fine Notification', 'Notify Result Appeal to Offender', 'Payment', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture', 'Send Fine', 'Send for Credit Collection']",3,0.0
"['Add penalty', 'Appeal to Judge', 'Insert Date Appeal to Prefecture', 'Insert Fine Notification', 'Notify Result Appeal to Offender', 'Payment', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture', 'Send Fine', 'Send for Credit Collection']",4,0.0
