Sensitive Activities,Background Size,Confidence Privacy
"['O_DECLINED', 'W_Beoordelen fraude', 'W_Wijzigen contractgegevens']",1,103083.42523485214
"['O_DECLINED', 'W_Beoordelen fraude', 'W_Wijzigen contractgegevens']",2,80057.39232176165
"['O_DECLINED', 'W_Beoordelen fraude', 'W_Wijzigen contractgegevens']",3,57723.82020020505
"['O_DECLINED', 'W_Beoordelen fraude', 'W_Wijzigen contractgegevens']",4,42601.45773346431
