Model,Stochastic Type,Sensitive Activities,Background Size,Confidence Privacy,Upper CC,Lower CC,Max C
Heuristic_,BillClintonEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",1,0.0,0.0,0,0.0
Heuristic_,AlignmentEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",1,0.0,0.0,7,1.0000000000000007
Flower_,BillClintonEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",1,3.3246236149633546e-08,6.981709591423044e-07,21,0.9999997773977491
Flower_,BillClintonEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",2,5.9021272721156126e-08,1.3633913998587064e-05,231,0.9999999658309608
Flower_,BillClintonEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",3,8.044856153831619e-08,0.00012558020456131158,1561,0.999999991446676
Flower_,AlignmentEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",1,0.02932306224918639,0.6157843072329142,21,0.6010086494878386
Flower_,AlignmentEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",2,0.022433466402257487,5.1821307389214795,231,0.7411475977596862
Flower_,AlignmentEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",3,0.013648836382842994,21.305833593617916,1561,0.8282159090968196
Alpha+_,BillClintonEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",1,0.0,0.0,3,0.0
Alpha+_,BillClintonEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",2,0.0,0.0,6,0.0
Alpha+_,BillClintonEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",3,0.0,0.0,7,0.0
Alpha+_,BillClintonEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",4,0.0,0.0,7,0.0
Alpha+_,AlignmentEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",1,0.0,0.0,0,0.0
Alpha+_,AlignmentEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",2,0.0,0.0,0,0.0
Alpha+_,AlignmentEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",3,0.0,0.0,0,0.0
Alpha+_,AlignmentEstimator,"('A_APPROVED', 'A_CANCELLED', 'A_DECLINED')",4,0.0,0.0,0,0.0
