Sensitive Activities,Background Size,Confidence Privacy
"['A_ACTIVATED', 'A_APPROVED', 'A_REGISTERED', 'O_ACCEPTED', 'O_DECLINED', 'W_Beoordelen fraude', 'W_Nabellen incomplete dossiers', 'W_Wijzigen contractgegevens']",1,116447.0421646905
"['A_ACTIVATED', 'A_APPROVED', 'A_REGISTERED', 'O_ACCEPTED', 'O_DECLINED', 'W_Beoordelen fraude', 'W_Nabellen incomplete dossiers', 'W_Wijzigen contractgegevens']",2,98991.80714385788
"['A_ACTIVATED', 'A_APPROVED', 'A_REGISTERED', 'O_ACCEPTED', 'O_DECLINED', 'W_Beoordelen fraude', 'W_Nabellen incomplete dossiers', 'W_Wijzigen contractgegevens']",3,73890.56497455774
"['A_ACTIVATED', 'A_APPROVED', 'A_REGISTERED', 'O_ACCEPTED', 'O_DECLINED', 'W_Beoordelen fraude', 'W_Nabellen incomplete dossiers', 'W_Wijzigen contractgegevens']",4,53839.76361503886
