Sensitive Activities,Background Size,Confidence Privacy,Upper CC,Lower CC,Max K,Max C
"['A_APPROVED', 'A_CANCELLED', 'A_DECLINED']",1,0.2938132748568748,6.170078771994371,21,7,1.0
"['A_APPROVED', 'A_CANCELLED', 'A_DECLINED']",2,0.2897583791241154,65.48539368205007,226,3,1.0
"['A_APPROVED', 'A_CANCELLED', 'A_DECLINED']",3,0.2468222930581409,362.33512620935085,1468,1,1.0
"['A_APPROVED', 'A_CANCELLED', 'A_DECLINED']",4,0.20064260711750326,1348.318319829622,6720,1,1.0
