Sensitive Activities,Background Size,Confidence Privacy
"['W_Beoordelen fraude', 'W_Wijzigen contractgegevens']",1,98397.81499690432
"['W_Beoordelen fraude', 'W_Wijzigen contractgegevens']",2,74362.8700977926
"['W_Beoordelen fraude', 'W_Wijzigen contractgegevens']",3,52581.91586782169
"['W_Beoordelen fraude', 'W_Wijzigen contractgegevens']",4,38288.051149845174
