Sensitive Activities,Background Size,Confidence Privacy
"['Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Permit REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by MISSING']",1,267.8771425130879
"['Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Permit REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by MISSING']",2,137.67689353967333
"['Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Permit REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by MISSING']",3,74.56251131052498
"['Permit REJECTED by ADMINISTRATION', 'Permit REJECTED by BUDGET OWNER', 'Permit REJECTED by PRE_APPROVER', 'Request For Payment REJECTED by BUDGET OWNER', 'Request For Payment REJECTED by MISSING']",4,43.1287643887203
