Sensitive Activities,Background Size,Confidence Privacy
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by MISSING')",2,257911.3381601313
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by MISSING')",3,190063.67883006824
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by MISSING')",4,137697.48485446436
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER')",1,320812.22563010827
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER')",2,260464.58527342184
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER')",3,194890.54654450418
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by BUDGET OWNER')",4,143869.32319091685
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",1,320812.22563010827
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",2,248178.5199303359
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",3,177943.542497156
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",4,127163.18593514098
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by DIRECTOR')",1,320812.28375523956
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by DIRECTOR')",2,265726.536340638
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by DIRECTOR')",3,202609.0082196967
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FINAL_APPROVED by DIRECTOR')",4,151601.72800181346
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by ADMINISTRATION')",1,294231.087186906
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by ADMINISTRATION')",2,254487.9605724788
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by ADMINISTRATION')",3,200688.75808174774
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by ADMINISTRATION')",4,154896.4822533351
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR')",1,320812.22563010827
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR')",2,268437.99094512145
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR')",3,207400.41270787895
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by SUPERVISOR')",4,156970.4082707217
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by PRE_APPROVER')",1,320813.55650588596
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by PRE_APPROVER')",2,257911.9150335812
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by PRE_APPROVER')",3,190064.08120650327
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment REJECTED by PRE_APPROVER')",4,137697.7476794097
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment SAVED by EMPLOYEE')",1,320812.22563010827
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment SAVED by EMPLOYEE')",2,248178.5199303359
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment SAVED by EMPLOYEE')",3,177943.542497156
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment SAVED by EMPLOYEE')",4,127163.18593514098
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment APPROVED by PRE_APPROVER')",1,320812.2256431725
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment APPROVED by PRE_APPROVER')",2,265726.49609438365
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment APPROVED by PRE_APPROVER')",3,199319.8771514153
"('Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment APPROVED by PRE_APPROVER')",4,144989.80078785185
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by EMPLOYEE')",1,110731.0693783943
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by EMPLOYEE')",2,40096.10535435529
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by EMPLOYEE')",3,14051.97316712604
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by EMPLOYEE')",4,7347.101409533887
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment APPROVED by SUPERVISOR')",1,153648.92248054754
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment APPROVED by SUPERVISOR')",2,58614.29946515651
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment APPROVED by SUPERVISOR')",3,21219.714076137872
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment APPROVED by SUPERVISOR')",4,10270.251298360923
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by MISSING')",1,153643.52097709666
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by MISSING')",2,56952.94687602947
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by MISSING')",3,20002.716337096634
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by MISSING')",4,9425.298684476022
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER')",1,153644.0312078958
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER')",2,57500.298350727266
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER')",3,20477.425467661073
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER')",4,9806.79480548846
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",1,170182.06561485943
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",2,73468.52676800663
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",3,28322.60772769515
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",4,13127.670514718153
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment FINAL_APPROVED by DIRECTOR')",1,153648.92248054754
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment FINAL_APPROVED by DIRECTOR')",2,58614.29946515651
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment FINAL_APPROVED by DIRECTOR')",3,21219.714076137872
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment FINAL_APPROVED by DIRECTOR')",4,10270.251298360923
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by ADMINISTRATION')",1,127057.71532042569
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by ADMINISTRATION')",2,45600.32640641509
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by ADMINISTRATION')",3,15652.050855367705
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by ADMINISTRATION')",4,7851.6020031596845
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by SUPERVISOR')",1,153638.92413069183
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by SUPERVISOR')",2,59184.884812634
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by SUPERVISOR')",3,21679.550054605366
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by SUPERVISOR')",4,10591.01813497644
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by PRE_APPROVER')",1,153640.18463940558
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by PRE_APPROVER')",2,56953.06476271845
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by PRE_APPROVER')",3,20003.42832847439
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment REJECTED by PRE_APPROVER')",4,9425.822846628085
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment SAVED by EMPLOYEE')",1,153638.85376362788
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment SAVED by EMPLOYEE')",2,54880.38230980473
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment SAVED by EMPLOYEE')",3,18816.077868227374
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment SAVED by EMPLOYEE')",4,8773.44510994958
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment APPROVED by PRE_APPROVER')",1,153638.93723145328
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment APPROVED by PRE_APPROVER')",2,58610.14575749128
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment APPROVED by PRE_APPROVER')",3,20900.503046700665
"('Request For Payment FOR_APPROVAL by SUPERVISOR', 'Request For Payment APPROVED by PRE_APPROVER')",4,9870.130161259063
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR')",1,10.260064441402378
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR')",2,4.771273844049614
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR')",3,2.0712996559955803
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment APPROVED by SUPERVISOR')",4,1.133297873990193
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by MISSING')",1,4.756162263843054
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by MISSING')",2,1.8301281950350543
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by MISSING')",3,0.6822140612220706
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by MISSING')",4,0.3636843599033207
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by BUDGET OWNER')",1,43.28528962498692
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by BUDGET OWNER')",2,19.59573462909417
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by BUDGET OWNER')",3,10.248614304103384
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by BUDGET OWNER')",4,7.310869706007161
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",1,100693.15646680784
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",2,50522.86502091123
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",3,22317.98860176167
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",4,11669.003446655972
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by DIRECTOR')",1,10.260064441402378
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by DIRECTOR')",2,4.771273844049614
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by DIRECTOR')",3,2.0712996559955803
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment FINAL_APPROVED by DIRECTOR')",4,1.133297873990193
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by ADMINISTRATION')",1,0.0005600440644746026
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by ADMINISTRATION')",2,0.00012430506083187319
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by ADMINISTRATION')",3,5.2642994326842544e-05
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by ADMINISTRATION')",4,3.3135773740657876e-05
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by SUPERVISOR')",1,0.09414111966942687
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by SUPERVISOR')",2,0.05934563617272792
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by SUPERVISOR')",3,0.03947737597173865
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by SUPERVISOR')",4,0.02939422072326907
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by PRE_APPROVER')",1,1.4689559674304231
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by PRE_APPROVER')",2,1.007126553476618
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by PRE_APPROVER')",3,0.657414445996623
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment REJECTED by PRE_APPROVER')",4,0.44255872060955453
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment SAVED by EMPLOYEE')",1,0.01401579146235267
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment SAVED by EMPLOYEE')",2,0.005409377862388813
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment SAVED by EMPLOYEE')",3,0.0023381804362904734
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment SAVED by EMPLOYEE')",4,0.0014899294624200112
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment APPROVED by PRE_APPROVER')",1,0.0989956551709391
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment APPROVED by PRE_APPROVER')",2,0.03862297253385395
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment APPROVED by PRE_APPROVER')",3,0.014901612453273575
"('Request For Payment REJECTED by EMPLOYEE', 'Request For Payment APPROVED by PRE_APPROVER')",4,0.008312787059875168
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by MISSING')",1,14.913561314404486
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by MISSING')",2,6.042185700496211
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by MISSING')",3,2.2745657610377172
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by MISSING')",4,1.10621028775939
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER')",1,72.80682413428896
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER')",2,32.171340787497805
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER')",3,15.622767051403223
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by BUDGET OWNER')",4,9.990309640898603
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",1,100698.25146665119
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",2,47124.80409656782
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",3,19169.05912051427
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",4,9132.044397558228
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment FINAL_APPROVED by DIRECTOR')",1,10.188222714333623
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment FINAL_APPROVED by DIRECTOR')",2,4.386936703548204
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment FINAL_APPROVED by DIRECTOR')",3,1.717452963036723
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment FINAL_APPROVED by DIRECTOR')",4,0.8350733221778477
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by ADMINISTRATION')",1,10.319767022728449
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by ADMINISTRATION')",2,4.643286754178957
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by ADMINISTRATION')",3,1.9303013035037035
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by ADMINISTRATION')",4,1.012319755744123
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by SUPERVISOR')",1,11.689252753773678
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by SUPERVISOR')",2,5.162308158331397
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by SUPERVISOR')",3,2.160977870917794
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by SUPERVISOR')",4,1.139496092199872
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by PRE_APPROVER')",1,29.448020966678374
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by PRE_APPROVER')",2,12.24197472403142
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by PRE_APPROVER')",3,5.026275116758463
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment REJECTED by PRE_APPROVER')",4,2.665234834060206
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment SAVED by EMPLOYEE')",1,10.246347845618766
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment SAVED by EMPLOYEE')",2,4.172151821597653
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment SAVED by EMPLOYEE')",3,1.5744066585932925
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment SAVED by EMPLOYEE')",4,0.7533965368627157
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment APPROVED by PRE_APPROVER')",1,10.32669574532751
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment APPROVED by PRE_APPROVER')",2,4.456407485452633
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment APPROVED by PRE_APPROVER')",3,1.7516358200791786
"('Request For Payment APPROVED by SUPERVISOR', 'Request For Payment APPROVED by PRE_APPROVER')",4,0.854254362008001
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by BUDGET OWNER')",1,67.36286295192396
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by BUDGET OWNER')",2,28.664828772526125
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by BUDGET OWNER')",3,13.608181006308284
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by BUDGET OWNER')",4,8.573230942653199
"('Request For Payment REJECTED by MISSING', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",1,100697.80996368083
"('Request For Payment REJECTED by MISSING', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",2,45802.688754918614
"('Request For Payment REJECTED by MISSING', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",3,18082.513263428882
"('Request For Payment REJECTED by MISSING', 'Request For Payment FINAL_APPROVED by BUDGET OWNER')",4,8387.817001960299
"('Request For Payment REJECTED by MISSING', 'Request For Payment FINAL_APPROVED by DIRECTOR')",1,14.913561314404486
"('Request For Payment REJECTED by MISSING', 'Request For Payment FINAL_APPROVED by DIRECTOR')",2,6.042185700496211
"('Request For Payment REJECTED by MISSING', 'Request For Payment FINAL_APPROVED by DIRECTOR')",3,2.2745657610377172
"('Request For Payment REJECTED by MISSING', 'Request For Payment FINAL_APPROVED by DIRECTOR')",4,1.10621028775939
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by ADMINISTRATION')",1,4.8158650940133025
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by ADMINISTRATION')",2,1.8163275369776972
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by ADMINISTRATION')",3,0.659424189854495
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by ADMINISTRATION')",4,0.3422764952307757
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by SUPERVISOR')",1,6.185350825058531
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by SUPERVISOR')",2,2.409660713223769
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by SUPERVISOR')",3,0.9522546253253305
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by SUPERVISOR')",4,0.5200047370143293
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by PRE_APPROVER')",1,23.349539260679528
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by PRE_APPROVER')",2,8.93548884191151
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by PRE_APPROVER')",3,3.485284159160496
"('Request For Payment REJECTED by MISSING', 'Request For Payment REJECTED by PRE_APPROVER')",4,1.8243522161735684
"('Request For Payment REJECTED by MISSING', 'Request For Payment SAVED by EMPLOYEE')",1,4.742445916903619
"('Request For Payment REJECTED by MISSING', 'Request For Payment SAVED by EMPLOYEE')",2,1.6036797403875653
"('Request For Payment REJECTED by MISSING', 'Request For Payment SAVED by EMPLOYEE')",3,0.522355484388579
"('Request For Payment REJECTED by MISSING', 'Request For Payment SAVED by EMPLOYEE')",4,0.24434689537484214
"('Request For Payment REJECTED by MISSING', 'Request For Payment APPROVED by PRE_APPROVER')",1,4.103977942475081
"('Request For Payment REJECTED by MISSING', 'Request For Payment APPROVED by PRE_APPROVER')",2,1.370925209284398
"('Request For Payment REJECTED by MISSING', 'Request For Payment APPROVED by PRE_APPROVER')",3,0.429480011863747
"('Request For Payment REJECTED by MISSING', 'Request For Payment APPROVED by PRE_APPROVER')",4,0.20025049569315603
