Sensitive Activities,Background Size,Confidence Privacy,Upper CC,Lower CC,Max K,Max C
"['Request For Payment FINAL_APPROVED by BUDGET OWNER', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FOR_APPROVAL by SUPERVISOR']",1,0.20585656389254747,3.087848458388212,15,41,1.0
"['Request For Payment FINAL_APPROVED by BUDGET OWNER', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FOR_APPROVAL by SUPERVISOR']",2,0.2272657000708294,20.45391300637465,90,1,1.0
"['Request For Payment FINAL_APPROVED by BUDGET OWNER', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FOR_APPROVAL by SUPERVISOR']",3,0.21981420174077665,62.647047496121345,285,1,1.0
"['Request For Payment FINAL_APPROVED by BUDGET OWNER', 'Request For Payment FINAL_APPROVED by DIRECTOR', 'Request For Payment FOR_APPROVAL by ADMINISTRATION', 'Request For Payment FOR_APPROVAL by SUPERVISOR']",4,0.20467755744053603,120.96443644735679,591,1,1.0
