Sensitive Activities,Background Size,Confidence Privacy
"['Request For Payment FINAL_APPROVED by BUDGET OWNER', 'Request For Payment FOR_APPROVAL by SUPERVISOR']",1,170182.06561485946
"['Request For Payment FINAL_APPROVED by BUDGET OWNER', 'Request For Payment FOR_APPROVAL by SUPERVISOR']",2,73468.52676800663
"['Request For Payment FINAL_APPROVED by BUDGET OWNER', 'Request For Payment FOR_APPROVAL by SUPERVISOR']",3,28322.60772769515
"['Request For Payment FINAL_APPROVED by BUDGET OWNER', 'Request For Payment FOR_APPROVAL by SUPERVISOR']",4,13127.670514718153
