Sensitive Activities,Background Size,Confidence Privacy,Upper CC,Lower CC,Max K,Max C
"['DELETE', 'JOIN-PAT', 'REJECT', 'REOPEN']",1,0.10222999985846257,1.4312199980184759,14,1,0.8208955223880597
"['DELETE', 'JOIN-PAT', 'REJECT', 'REOPEN']",2,0.08469467337105696,7.876604623508297,93,1,1.0
"['DELETE', 'JOIN-PAT', 'REJECT', 'REOPEN']",3,0.06219169435941427,20.647642527325537,332,1,1.0
"['DELETE', 'JOIN-PAT', 'REJECT', 'REOPEN']",4,0.0446532633608123,34.56162584126872,774,1,1.0
