Sensitive Activities,Background Size,Confidence Privacy
"['CHANGE END', 'CODE ERROR', 'CODE NOK', 'DELETE', 'EMPTY', 'JOIN-PAT', 'MANUAL', 'REJECT', 'REOPEN', 'SET STATUS', 'STORNO', 'ZDBC_BEHAN']",1,337771348.12103915
"['CHANGE END', 'CODE ERROR', 'CODE NOK', 'DELETE', 'EMPTY', 'JOIN-PAT', 'MANUAL', 'REJECT', 'REOPEN', 'SET STATUS', 'STORNO', 'ZDBC_BEHAN']",2,348452521.3048545
"['CHANGE END', 'CODE ERROR', 'CODE NOK', 'DELETE', 'EMPTY', 'JOIN-PAT', 'MANUAL', 'REJECT', 'REOPEN', 'SET STATUS', 'STORNO', 'ZDBC_BEHAN']",3,312969972.5847467
"['CHANGE END', 'CODE ERROR', 'CODE NOK', 'DELETE', 'EMPTY', 'JOIN-PAT', 'MANUAL', 'REJECT', 'REOPEN', 'SET STATUS', 'STORNO', 'ZDBC_BEHAN']",4,279584671.2621071
