Sensitive Activities,Background Size,Confidence Privacy
"['CHANGE END', 'CODE ERROR', 'ZDBC_BEHAN']",1,135109043.41339147
"['CHANGE END', 'CODE ERROR', 'ZDBC_BEHAN']",2,63082165.277752735
"['CHANGE END', 'CODE ERROR', 'ZDBC_BEHAN']",3,25975353.65671687
"['CHANGE END', 'CODE ERROR', 'ZDBC_BEHAN']",4,11386778.442422686
